Timestamp,MachineID,Plant,Temperature,Vibration,Pressure,EnergyConsumption,ProductionUnits,DefectCount,MaintenanceFlag
2025-01-03 22:00:00,134,Plant_B,91.45652354,5.916910287,34.11513065,291.2577073,108,3,0
2025-01-03 23:00:00,109,Plant_B,81.01562045,7.05018491,26.24611256,186.0006857,136,5,0
2025-01-04 00:00:00,137,Plant_C,84.61391985,4.970378627,39.80634848,192.7886691,80,2,0
2025-01-04 01:00:00,106,Plant_A,59.73385459,5.025639486,29.63795242,281.8583372,177,1,0
2025-01-04 02:00:00,122,Plant_A,77.95818182,4.777830201,28.12470845,283.0504359,101,2,0
2025-01-04 03:00:00,106,Plant_A,63.92213226,4.254826727,35.87111664,260.1647704,140,4,0
2025-01-04 04:00:00,119,Plant_A,79.88578878,0.6938098354,16.80169078,252.0092713,195,2,0
2025-01-04 05:00:00,118,Plant_B,62.19867653,6.967850783,24.7076824,147.8192595,137,4,0
2025-01-04 06:00:00,101,Plant_B,58.89531763,4.044666595,31.25214483,294.9587828,143,3,0
2025-01-04 07:00:00,104,Plant_C,54.43356254,4.641206878,30.99974219,281.7106735,85,1,0
2025-01-04 08:00:00,140,Plant_B,64.63964885,5.656445979,32.41186601,235.653325,144,6,0
2025-01-04 09:00:00,117,Plant_C,63.41037791,4.603595816,26.83721266,253.3644725,59,1,0
2025-01-04 10:00:00,106,Plant_C,60.93974485,5.472606892,28.22301773,280.1774474,131,1,0
2025-01-04 11:00:00,137,Plant_C,61.71450676,4.972416969,26.65570752,273.6424529,194,4,0
2025-01-04 12:00:00,133,Plant_C,68.82792831,3.061475585,23.74138889,315.5789975,191,2,0
2025-01-04 13:00:00,118,Plant_B,69.12697307,5.415630583,34.26770033,262.0411423,196,0,1
2025-01-04 14:00:00,120,Plant_A,75.98376721,2.126477406,31.14156093,218.8111718,82,2,0
2025-01-04 15:00:00,126,Plant_B,78.60100032,4.434340662,19.0248661,300.2059173,107,4,1
2025-01-04 16:00:00,123,Plant_B,59.62815245,4.687804737,23.23985738,269.5309175,176,2,0
2025-01-04 17:00:00,122,Plant_B,56.29759235,4.973574923,35.96211124,256.0022506,107,0,0
2025-01-04 18:00:00,143,Plant_B,69.82719781,6.417084131,31.92864027,293.9503409,180,3,0
2025-01-04 19:00:00,137,Plant_C,73.59346858,4.56500746,27.91993727,226.9108791,163,1,0
2025-01-04 20:00:00,110,Plant_A,59.27794324,5.805774349,28.83199134,268.5322861,146,2,0
2025-01-04 21:00:00,108,Plant_A,71.65128489,3.394932195,33.87244873,285.4366613,67,1,0
2025-01-04 22:00:00,126,Plant_A,66.48401666,2.748175013,29.35546166,329.3112626,51,0,0
2025-01-04 23:00:00,135,Plant_C,67.41003955,3.071802352,31.93869413,197.3391383,159,1,0
2025-01-05 00:00:00,127,Plant_C,63.42812134,7.602318767,24.87251113,235.7132495,53,2,0
2025-01-05 01:00:00,132,Plant_C,80.91753908,3.987554463,33.72251396,221.0353223,81,2,0
2025-01-05 02:00:00,116,Plant_C,80.2089966,5.302412447,26.49900454,208.3529381,182,2,0
2025-01-05 03:00:00,121,Plant_B,65.60439037,4.659238006,32.15292539,245.1554367,120,2,0
2025-01-05 04:00:00,143,Plant_A,78.49662244,4.846380138,40.17061355,232.0480108,137,6,0
2025-01-05 05:00:00,129,Plant_A,63.01516447,3.721035855,26.56488015,286.5103742,189,3,1
2025-01-05 06:00:00,116,Plant_A,83.47856339,4.786606681,34.45893098,234.5297933,196,7,0
2025-01-05 07:00:00,140,Plant_C,72.69147407,4.386383868,33.71385122,284.9480571,56,4,0
2025-01-05 08:00:00,106,Plant_C,76.89944237,7.28775515,16.83321491,307.0252277,192,3,0
2025-01-05 09:00:00,110,Plant_B,43.80019895,5.187409726,28.01578957,247.802578,115,2,0
2025-01-05 10:00:00,137,Plant_C,85.71675919,7.10933989,27.59433599,289.3722985,130,3,0
2025-01-05 11:00:00,117,Plant_B,70.65027243,8.774302972,21.40437408,284.9448495,163,4,0
2025-01-05 12:00:00,115,Plant_C,67.4044677,5.221874335,22.04689628,270.3196441,110,3,0
2025-01-05 13:00:00,130,Plant_A,63.34159762,4.888239302,34.44106182,255.7891775,180,5,0
2025-01-05 14:00:00,113,Plant_C,73.85315381,5.894723258,30.31572281,274.1056521,155,2,0
2025-01-05 15:00:00,126,Plant_C,79.71380183,4.137210406,29.71946181,264.6276939,81,2,0
2025-01-05 16:00:00,139,Plant_B,59.34458609,4.769293348,25.5438223,279.2300168,97,4,0
2025-01-05 17:00:00,143,Plant_B,60.28689101,3.742713792,36.30275633,244.6614193,194,2,0
2025-01-05 18:00:00,147,Plant_C,75.45232139,7.398845024,33.20159758,270.4747729,84,3,1
2025-01-05 19:00:00,120,Plant_B,71.85528738,4.347689083,16.61088137,208.0306357,160,4,1
2025-01-05 20:00:00,122,Plant_C,64.888877,4.242574935,30.04306437,142.9365177,118,2,0
2025-01-05 21:00:00,149,Plant_A,70.66749266,7.666935417,21.80741794,296.5291347,107,1,0
2025-01-05 22:00:00,136,Plant_C,85.62901199,4.557678008,32.93518412,349.1891334,180,2,0
2025-01-05 23:00:00,127,Plant_C,73.17271602,2.280520891,25.46816117,345.6640439,77,3,0
2025-01-06 00:00:00,100,Plant_B,62.84534257,8.109754693,32.7906208,206.9093396,59,4,0
2025-01-06 01:00:00,140,Plant_A,74.20238081,3.795171558,32.78154508,196.3584302,130,5,0
2025-01-06 02:00:00,128,Plant_A,62.94721257,5.536944339,28.24454719,299.1645999,163,4,0
2025-01-06 03:00:00,136,Plant_B,73.45544589,4.516972948,33.31675871,262.658451,103,4,0
2025-01-06 04:00:00,111,Plant_C,59.57479033,4.961617164,28.83184734,320.4310996,83,3,0
2025-01-06 05:00:00,146,Plant_A,61.32900513,4.040428083,31.07323523,257.7257329,169,4,0
2025-01-06 06:00:00,109,Plant_C,77.05737229,5.252440849,30.61583729,205.0972242,60,1,0
2025-01-06 07:00:00,107,Plant_A,76.6807782,5.570256133,25.20437344,314.0805618,169,2,0
2025-01-06 08:00:00,149,Plant_C,68.3306114,4.448017404,36.92639793,260.1926183,99,5,0
2025-01-06 09:00:00,118,Plant_A,70.73070644,4.775015967,27.63297056,282.9096997,50,1,0
2025-01-06 10:00:00,101,Plant_A,65.35404112,6.360693423,31.7989395,367.6740042,175,4,1
2025-01-06 11:00:00,115,Plant_B,64.65844842,6.084559658,28.9793521,204.6554948,117,5,0
2025-01-06 12:00:00,127,Plant_B,68.24496785,5.854114839,34.07022894,255.6744855,112,1,0
2025-01-06 13:00:00,146,Plant_C,82.85822058,3.364290645,29.17257158,290.3752607,126,5,0
2025-01-06 14:00:00,132,Plant_A,69.66718674,4.133041222,22.58289875,208.1998242,76,2,0
2025-01-06 15:00:00,139,Plant_A,70.86419712,7.393053137,31.60232626,302.2117524,85,6,0
2025-01-06 16:00:00,149,Plant_B,71.84085947,6.396639783,27.28550989,256.9088794,105,8,0
2025-01-06 17:00:00,140,Plant_B,61.76373022,2.666128911,36.32414786,241.210903,74,2,0
2025-01-06 18:00:00,144,Plant_C,54.75787072,4.594698617,29.20743924,224.1719953,78,4,0
2025-01-06 19:00:00,146,Plant_A,92.60881857,4.530800292,26.16465086,256.3270801,66,3,0
2025-01-06 20:00:00,109,Plant_A,74.30170943,7.416447604,35.4940468,215.0886743,155,6,0
2025-01-06 21:00:00,143,Plant_B,72.4511086,3.85703984,34.86776991,268.5222864,63,2,0
2025-01-06 22:00:00,114,Plant_C,72.2340918,3.572073514,24.33676741,271.5006494,139,3,0
2025-01-06 23:00:00,130,Plant_C,74.82678372,6.687957522,27.77984954,238.7908347,106,2,0
2025-01-07 00:00:00,146,Plant_B,81.04422173,7.002937226,21.24809586,220.8215818,194,5,0
2025-01-07 01:00:00,131,Plant_B,88.76064685,3.254757325,22.53834994,277.3130692,86,5,0
2025-01-07 02:00:00,132,Plant_B,66.36737082,3.062829126,17.55836585,274.5790041,53,1,0
2025-01-07 03:00:00,116,Plant_A,71.94466837,2.790894021,26.72823504,191.0692623,50,7,0
2025-01-07 04:00:00,121,Plant_B,71.24519701,6.479407868,28.79178268,225.9202221,135,3,0
2025-01-07 05:00:00,143,Plant_A,81.91730516,7.568739504,28.80527584,292.5035776,176,1,0
2025-01-07 06:00:00,134,Plant_C,78.3031817,4.831720615,38.85169358,265.4307218,59,5,1
2025-01-07 07:00:00,121,Plant_A,71.7373182,2.80614239,35.41930847,249.5802242,54,3,0
2025-01-07 08:00:00,142,Plant_B,72.95235131,2.582539268,30.47897363,258.7489527,70,4,0
2025-01-07 09:00:00,149,Plant_C,61.40285412,2.285560099,25.45163279,240.9593169,56,1,0
2025-01-07 10:00:00,119,Plant_B,74.34824978,4.806818693,20.21205502,292.0818023,60,4,0
2025-01-07 11:00:00,128,Plant_C,72.37465596,4.775161986,35.82679067,291.430064,110,2,0
2025-01-07 12:00:00,133,Plant_B,74.80679528,7.955050185,36.44239668,197.9372856,91,1,0
2025-01-07 13:00:00,108,Plant_A,73.71452896,6.742303305,27.88752528,249.6213064,116,1,0
2025-01-07 14:00:00,143,Plant_C,71.302397,1.808450918,42.59642715,267.6242881,100,8,0
2025-01-07 15:00:00,122,Plant_B,79.36456672,6.588246525,30.2780827,267.2476971,132,4,0
2025-01-07 16:00:00,124,Plant_B,65.77480774,4.395444019,25.34073788,261.3721687,60,3,0
2025-01-07 17:00:00,147,Plant_A,57.30389342,4.235038665,35.09638893,261.1924013,174,2,0
2025-01-07 18:00:00,111,Plant_A,77.74382983,6.338637303,32.32174245,267.2570166,146,4,0
2025-01-07 19:00:00,101,Plant_C,65.75635566,5.255832926,23.01854037,278.7300491,97,5,0
2025-01-07 20:00:00,143,Plant_A,63.41272204,4.789158461,23.45010586,262.1862277,168,4,0
2025-01-07 21:00:00,105,Plant_C,60.75220374,4.970462464,21.81953388,246.3295075,99,5,0
2025-01-07 22:00:00,107,Plant_C,70.47446594,6.198488486,30.42157116,172.4997143,148,3,0
2025-01-07 23:00:00,116,Plant_A,72.16658439,2.848606391,34.91488987,218.0548226,151,2,0
2025-01-08 00:00:00,141,Plant_B,77.23625827,7.673210712,36.1456899,260.1956347,168,0,0
2025-01-08 01:00:00,128,Plant_A,78.27204147,4.213365037,32.8608735,202.5097999,139,0,0
2025-01-08 02:00:00,115,Plant_C,85.97915594,5.389676907,34.99528271,250.8025855,52,6,0
2025-01-08 03:00:00,117,Plant_B,69.53458868,4.610332155,36.85610073,262.5753718,73,2,0
2025-01-08 04:00:00,137,Plant_C,68.42923296,5.600151244,24.94233076,234.7949098,185,4,0
2025-01-08 05:00:00,131,Plant_A,74.12317953,3.967553822,36.62129739,154.7241939,76,4,0
2025-01-08 06:00:00,134,Plant_C,81.58474018,4.927888392,32.06141979,269.9556079,111,5,0
2025-01-08 07:00:00,116,Plant_A,67.76700201,5.027756558,27.25096134,242.6425546,186,2,0
2025-01-08 08:00:00,142,Plant_C,71.03701796,4.11035357,32.331768,204.052728,123,4,0
2025-01-08 09:00:00,148,Plant_A,80.99212495,7.835225724,33.14743422,286.5346926,117,6,0
2025-01-08 10:00:00,136,Plant_B,63.64587214,6.48665228,30.6377308,192.9472786,113,4,0
2025-01-08 11:00:00,122,Plant_C,81.75042476,4.522308481,35.61866113,292.3039742,100,1,0
2025-01-08 12:00:00,119,Plant_A,66.75522447,6.263970195,20.38893818,254.6194078,123,4,0
2025-01-08 13:00:00,131,Plant_B,68.26922467,4.343687586,31.62581819,340.545519,70,3,0
2025-01-08 14:00:00,117,Plant_A,72.61968393,5.512921902,41.72667754,225.8566311,89,2,0
2025-01-08 15:00:00,145,Plant_C,64.43850161,2.975235328,20.37558464,217.6283983,148,1,0
2025-01-08 16:00:00,108,Plant_C,66.02369939,4.95582285,32.02468696,233.3387614,52,5,0
2025-01-08 17:00:00,137,Plant_C,72.62040174,5.166513373,27.99460832,287.145974,120,2,0
2025-01-08 18:00:00,109,Plant_A,56.20254025,7.186485622,34.09412352,221.2830512,82,4,0
2025-01-08 19:00:00,121,Plant_A,70.698077,6.306149552,33.67156462,281.4073851,52,3,0
2025-01-08 20:00:00,136,Plant_C,77.41706262,9.198948883,42.82004492,168.1275649,168,1,0
2025-01-08 21:00:00,139,Plant_A,66.26139677,6.620154111,35.22831984,239.9943449,151,2,1
2025-01-08 22:00:00,140,Plant_C,69.88832892,4.617244888,37.7269049,252.8216161,146,0,0
2025-01-08 23:00:00,139,Plant_A,63.1930412,5.445630949,32.47938666,265.9833456,161,2,0
2025-01-09 00:00:00,119,Plant_A,65.32924949,5.35016776,40.85216036,216.2914905,134,3,0
2025-01-09 01:00:00,126,Plant_A,79.56342973,3.463197408,34.41127362,301.6615839,80,5,0
2025-01-09 02:00:00,136,Plant_C,76.97765393,5.855055159,32.01851548,305.5293831,110,6,0
2025-01-09 03:00:00,140,Plant_B,72.56083249,5.992291549,30.12157048,233.8536768,82,4,0
2025-01-09 04:00:00,138,Plant_C,72.82497058,6.087007935,36.61716252,253.2268022,90,0,0
2025-01-09 05:00:00,119,Plant_B,70.78932806,5.256072209,26.12979984,184.9138131,146,2,0
2025-01-09 06:00:00,108,Plant_B,72.90140511,3.709339695,29.46758936,259.513959,91,2,0
2025-01-09 07:00:00,114,Plant_A,71.02627902,3.038462081,30.65512354,235.0239393,127,2,1
2025-01-09 08:00:00,149,Plant_A,76.38695108,7.28437387,24.17455697,282.7164316,67,1,0
2025-01-09 09:00:00,127,Plant_C,80.57027242,5.425094917,36.34152377,204.8952372,102,3,1
2025-01-09 10:00:00,103,Plant_B,73.94204614,6.359536426,34.80007786,293.6127754,91,3,0
2025-01-09 11:00:00,115,Plant_C,67.46069134,5.733772884,39.01468026,209.3590552,195,7,0
2025-01-09 12:00:00,102,Plant_B,67.48031051,5.010248863,32.199746,291.5421901,190,1,1
2025-01-09 13:00:00,122,Plant_C,61.45208747,2.333191495,38.49356374,226.7809914,176,3,0
2025-01-09 14:00:00,105,Plant_A,100.9721491,4.733401035,35.62608032,248.9649951,189,4,0
2025-01-09 15:00:00,105,Plant_C,80.30295525,7.133187254,30.70146804,206.2318194,171,0,0
2025-01-09 16:00:00,118,Plant_C,76.58136013,6.54512109,26.04259669,282.9195307,53,3,0
2025-01-09 17:00:00,137,Plant_A,81.95456187,5.42855639,29.91406143,222.7226853,131,2,0
2025-01-09 18:00:00,129,Plant_C,67.11297162,4.036336085,22.13218433,259.6365041,170,3,0
2025-01-09 19:00:00,112,Plant_B,61.3609031,3.5133297,22.31949436,190.5092956,78,9,0
2025-01-09 20:00:00,128,Plant_A,50.64733167,6.017692497,27.2420164,237.2707508,102,3,0
2025-01-09 21:00:00,106,Plant_C,62.89701483,6.550713276,21.33253062,271.4189229,164,1,0
2025-01-09 22:00:00,149,Plant_B,53.23373806,6.01626449,33.10896245,273.4748976,95,3,0
2025-01-09 23:00:00,144,Plant_A,73.77743609,2.509989995,23.45284879,232.593223,90,3,0
2025-01-10 00:00:00,105,Plant_A,58.71010219,5.469096064,26.79005817,270.3770548,183,3,1
2025-01-10 01:00:00,116,Plant_C,66.8880488,5.726550677,27.30172413,242.0092788,155,5,0
2025-01-10 02:00:00,105,Plant_C,83.79597887,4.945003253,23.09450273,334.5145766,50,3,0
2025-01-10 03:00:00,126,Plant_B,77.37984772,5.332564947,32.42729179,177.0879332,112,2,0
2025-01-10 04:00:00,119,Plant_A,34.05551438,6.099043382,27.89408716,243.7424585,158,1,0
2025-01-10 05:00:00,139,Plant_B,64.48789365,2.628738859,30.17864393,295.5779617,129,3,0
2025-01-10 06:00:00,137,Plant_C,64.56676348,7.761337563,22.53896739,321.8090707,108,3,0
2025-01-10 07:00:00,125,Plant_B,62.32340088,5.276837387,24.07668401,237.0133655,196,1,0
2025-01-10 08:00:00,136,Plant_B,58.70026135,6.297584242,28.53432901,265.1711016,165,0,0
2025-01-10 09:00:00,115,Plant_C,77.76656949,8.059499842,18.0647885,227.0965931,139,2,0
2025-01-10 10:00:00,121,Plant_B,87.49513335,3.270893271,40.02450361,327.3279409,55,3,0
2025-01-10 11:00:00,118,Plant_B,77.13330059,6.068276169,28.42194222,279.812392,168,1,0
2025-01-10 12:00:00,122,Plant_C,73.89108759,5.608441188,34.65956452,333.2739919,109,0,0
2025-01-10 13:00:00,129,Plant_C,76.87468235,4.408984431,32.3663391,246.0841566,116,0,0
2025-01-10 14:00:00,114,Plant_C,80.89210465,3.68270858,27.8318349,290.1406963,110,4,0
2025-01-10 15:00:00,100,Plant_A,72.49338247,5.071344039,22.27437396,169.2908245,184,5,0
2025-01-10 16:00:00,105,Plant_C,81.32566658,1.980064998,27.79332877,317.249837,75,7,0
2025-01-10 17:00:00,123,Plant_B,67.6532949,4.519497352,25.86126575,259.5654116,134,4,0
2025-01-10 18:00:00,133,Plant_A,60.70796488,4.78525136,30.5271368,208.754392,131,1,0
2025-01-10 19:00:00,138,Plant_A,71.82405183,5.229724477,25.03389451,267.3909327,192,2,0
2025-01-10 20:00:00,107,Plant_C,59.46571813,4.352889145,31.86354857,229.3123958,120,2,0
2025-01-10 21:00:00,132,Plant_B,82.03114538,5.062206833,25.23231909,280.0132671,165,3,0
2025-01-10 22:00:00,149,Plant_B,59.6439764,4.787396667,27.1010657,154.6898699,159,3,0
2025-01-10 23:00:00,118,Plant_A,74.02080381,4.974675343,30.25860784,241.0897533,154,5,0
2025-01-11 00:00:00,129,Plant_A,75.326017,4.070150561,35.66679154,167.353925,157,3,1
2025-01-11 01:00:00,115,Plant_A,63.6571551,6.900706161,30.17712602,196.7617711,71,0,0
2025-01-11 02:00:00,145,Plant_C,57.58263278,8.64411145,29.13508026,271.775176,87,1,0
2025-01-11 03:00:00,128,Plant_C,78.30551223,4.047541355,33.69194142,247.5819827,169,3,0
2025-01-11 04:00:00,120,Plant_B,75.9832577,6.002942418,26.03378322,234.2096974,62,3,0
2025-01-11 05:00:00,126,Plant_A,77.55064713,5.5517742,30.70969464,244.9296935,169,4,0
2025-01-11 06:00:00,116,Plant_B,58.62678272,5.365831978,30.07945323,285.5591009,72,1,0
2025-01-11 07:00:00,106,Plant_A,74.14020695,5.070016114,39.89446128,226.9140826,152,2,0
2025-01-11 08:00:00,138,Plant_B,74.18599362,5.908626792,37.33177378,177.1177,64,3,0
2025-01-11 09:00:00,124,Plant_C,74.68269822,6.310968532,26.95102699,291.8743013,70,6,1
2025-01-11 10:00:00,106,Plant_B,71.5824395,4.361774028,26.05740175,290.5552512,75,2,0
2025-01-11 11:00:00,143,Plant_B,85.50879627,6.236037107,35.0286923,276.1777817,55,3,0
2025-01-11 12:00:00,121,Plant_A,73.00115591,2.338521865,32.45318299,215.5621645,159,4,0
2025-01-11 13:00:00,149,Plant_A,91.51899525,4.120679582,17.35580723,254.5357422,195,4,0
2025-01-11 14:00:00,121,Plant_B,49.37129877,5.072805587,25.46669125,312.0730717,108,5,0
2025-01-11 15:00:00,141,Plant_A,77.9613098,6.405490465,33.6530712,297.4530331,93,3,0
2025-01-11 16:00:00,136,Plant_A,67.98761238,5.635591421,28.05745745,193.4065549,167,0,0
2025-01-11 17:00:00,141,Plant_A,62.520406,5.321975188,23.96383851,252.3728906,155,4,0
2025-01-11 18:00:00,140,Plant_C,74.09019691,5.232943305,28.67393701,279.0788354,152,3,0
2025-01-11 19:00:00,119,Plant_C,73.04421912,4.989953651,28.398299,165.9390175,179,2,0
2025-01-11 20:00:00,104,Plant_C,87.29774026,5.627520296,39.34707507,268.8810343,172,1,0
2025-01-11 21:00:00,134,Plant_A,56.32678685,4.225021479,37.07663226,226.4474229,133,4,0
2025-01-11 22:00:00,112,Plant_B,64.99661689,3.726052717,34.60890704,226.2144112,110,2,0
2025-01-11 23:00:00,115,Plant_A,93.03414146,5.47341888,21.55345654,351.8308375,77,0,0
2025-01-12 00:00:00,147,Plant_A,71.19134649,3.287266107,28.64301699,291.4739073,139,3,1
2025-01-12 01:00:00,139,Plant_A,80.96359543,3.993274513,24.28757138,180.1438427,188,3,0
2025-01-12 02:00:00,121,Plant_B,63.94367107,4.994109629,26.51326968,282.0590546,87,1,0
2025-01-12 03:00:00,101,Plant_A,50.52846046,4.760501763,34.32856823,242.4573037,104,5,0
2025-01-12 04:00:00,145,Plant_A,65.61384793,3.975063479,29.93658078,213.7218382,163,5,0
2025-01-12 05:00:00,128,Plant_C,75.07020733,5.336678165,29.7466553,305.6486922,56,0,0
2025-01-12 06:00:00,123,Plant_A,46.82753431,4.17303448,23.07780814,305.0473048,135,2,0
2025-01-12 07:00:00,136,Plant_C,76.6889559,4.811050045,28.49738998,221.3023271,190,1,0
